"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"34013","5","237110","78","0","2015","A","N","Essex County, New Jersey","Private","Water and sewer system construction","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","23712","77","0","2015","A","N","Essex County, New Jersey","Private","Oil and gas pipeline construction","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","237120","78","0","2015","A","N","Essex County, New Jersey","Private","Oil and gas pipeline construction","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","23713","77","0","2015","A","","Essex County, New Jersey","Private","Power and communication system construction","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,215,20792419,10781518,473103,1858,96597,"",0.22,0.53,0.60,0.76,0.78,1.13,1.13,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","237130","78","0","2015","A","","Essex County, New Jersey","Private","Power and communication system construction","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,215,20792419,10781518,473103,1858,96597,"",0.22,0.53,0.60,0.76,0.78,1.13,1.13,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","2372","76","0","2015","A","","Essex County, New Jersey","Private","Land subdivision","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,19,1699291,687995,20200,1712,89046,"",0.52,0.19,0.18,0.28,0.30,0.92,0.92,"",-2,-22.2,-12,-38.7,-1172474,-40.8,-382842,-35.8,-21878,-52.0,-94,-5.2,-4854,-5.2
"34013","5","23721","77","0","2015","A","","Essex County, New Jersey","Private","Land subdivision","County, NAICS 5-digit -- by ownership sector","All establishment sizes",7,19,1699291,687995,20200,1712,89046,"",0.52,0.19,0.18,0.28,0.30,0.92,0.92,"",-2,-22.2,-12,-38.7,-1172474,-40.8,-382842,-35.8,-21878,-52.0,-94,-5.2,-4854,-5.2
"34013","5","237210","78","0","2015","A","","Essex County, New Jersey","Private","Land subdivision","County, NAICS 6-digit -- by ownership sector","All establishment sizes",7,19,1699291,687995,20200,1712,89046,"",0.52,0.19,0.18,0.28,0.30,0.92,0.92,"",-2,-22.2,-12,-38.7,-1172474,-40.8,-382842,-35.8,-21878,-52.0,-94,-5.2,-4854,-5.2
"34013","5","2373","76","0","2015","A","","Essex County, New Jersey","Private","Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",20,274,28824484,11128851,675951,2021,105103,"",0.87,0.38,0.49,0.45,0.48,1.30,1.30,"",1,5.3,35,14.6,6408526,28.6,1297612,13.2,61932,10.1,220,12.2,11443,12.2
"34013","5","23731","77","0","2015","A","","Essex County, New Jersey","Private","Highway, street, and bridge construction","County, NAICS 5-digit -- by ownership sector","All establishment sizes",20,274,28824484,11128851,675951,2021,105103,"",0.87,0.38,0.49,0.45,0.48,1.30,1.30,"",1,5.3,35,14.6,6408526,28.6,1297612,13.2,61932,10.1,220,12.2,11443,12.2
"34013","5","237310","78","0","2015","A","","Essex County, New Jersey","Private","Highway, street, and bridge construction","County, NAICS 6-digit -- by ownership sector","All establishment sizes",20,274,28824484,11128851,675951,2021,105103,"",0.87,0.38,0.49,0.45,0.48,1.30,1.30,"",1,5.3,35,14.6,6408526,28.6,1297612,13.2,61932,10.1,220,12.2,11443,12.2
"34013","5","2379","76","0","2015","A","","Essex County, New Jersey","Private","Other heavy construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,137,14614342,5098299,285369,2055,106869,"",0.43,0.53,0.65,0.60,0.78,1.23,1.23,"",1,16.7,4,3.0,901004,6.6,280276,5.8,3942,1.4,75,3.8,3890,3.8
"34013","5","23799","77","0","2015","A","","Essex County, New Jersey","Private","Other heavy construction","County, NAICS 5-digit -- by ownership sector","All establishment sizes",7,137,14614342,5098299,285369,2055,106869,"",0.43,0.53,0.65,0.60,0.78,1.23,1.23,"",1,16.7,4,3.0,901004,6.6,280276,5.8,3942,1.4,75,3.8,3890,3.8
"34013","5","237990","78","0","2015","A","","Essex County, New Jersey","Private","Other heavy construction","County, NAICS 6-digit -- by ownership sector","All establishment sizes",7,137,14614342,5098299,285369,2055,106869,"",0.43,0.53,0.65,0.60,0.78,1.23,1.23,"",1,16.7,4,3.0,901004,6.6,280276,5.8,3942,1.4,75,3.8,3890,3.8
"34013","5","238","75","0","2015","A","","Essex County, New Jersey","Private","Specialty trade contractors","County, NAICS 3-digit -- by ownership sector","All establishment sizes",794,5643,378823806,193332070,9525022,1291,67133,"",0.79,0.58,0.60,0.66,0.78,1.04,1.04,"",-27,-3.3,146,2.7,25083553,7.1,10503167,5.7,-122125,-1.3,53,4.3,2777,4.3
"34013","5","2381","76","0","2015","A","","Essex County, New Jersey","Private","Building foundation and exterior contractors","County, NAICS 4-digit -- by ownership sector","All establishment sizes",149,1036,55643718,35394158,1690264,1033,53736,"",0.75,0.54,0.50,0.61,0.69,0.93,0.93,"",-11,-6.9,78,8.1,5363183,10.7,5129926,17.0,158177,10.3,23,2.3,1242,2.4
"34013","5","23811","77","0","2015","A","","Essex County, New Jersey","Private","Poured concrete structure contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",15,170,8877175,6117394,225764,1003,52142,"",0.39,0.37,0.33,0.45,0.40,0.88,0.88,"",3,25.0,108,174.2,5554943,167.2,3986272,187.1,139177,160.7,-33,-3.2,-1732,-3.2
"34013","5","238111","78","0","2015","A","","Essex County, New Jersey","Private","Residential poured foundation contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,21,620966,581404,24202,571,29688,"",0.37,0.10,0.05,0.09,0.09,0.57,0.57,"",1,11.1,-8,-27.6,-438799,-41.4,-293535,-33.5,-5784,-19.3,-136,-19.2,-7067,-19.2
"34013","5","238112","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential poured foundation contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,149,8256209,5535990,201562,1063,55287,"",0.44,0.63,0.53,0.78,0.65,0.84,0.84,"",2,66.7,116,351.5,5993742,264.9,4279807,340.7,144961,256.1,-262,-19.8,-13621,-19.8
"34013","5","23812","77","0","2015","A","N","Essex County, New Jersey","Private","Steel and precast concrete contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,"N",-4,-44.4,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","238122","78","0","2015","A","N","Essex County, New Jersey","Private","Nonresidential structural steel contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,"N",-3,-37.5,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","23813","77","0","2015","A","","Essex County, New Jersey","Private","Framing contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",14,37,1242989,910312,27947,642,33369,"",0.62,0.21,0.15,0.17,0.14,0.69,0.69,"",0,0.0,9,32.1,-510483,-29.1,163671,21.9,686,2.5,-573,-47.2,-29819,-47.2
"34013","5","238131","78","0","2015","A","","Essex County, New Jersey","Private","Residential framing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",14,37,1242989,910312,27947,642,33369,"",0.73,0.28,0.20,0.22,0.20,0.74,0.74,"N",2,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","23814","77","0","2015","A","","Essex County, New Jersey","Private","Masonry contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",54,315,17825112,10889335,608174,1087,56543,"",1.27,0.93,0.99,1.05,1.19,1.06,1.06,"",-7,-11.5,-55,-14.9,-1233174,-6.5,148649,1.4,18016,3.1,95,9.6,4976,9.6
"34013","5","238141","78","0","2015","A","","Essex County, New Jersey","Private","Residential masonry contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",44,177,7304025,5371470,266760,794,41266,"",1.41,1.08,0.98,1.11,1.39,0.91,0.91,"",-6,-12.0,-23,-11.5,-98739,-1.3,-290048,-5.1,-1502,-0.6,80,11.2,4159,11.2
"34013","5","238142","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential masonry contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,138,10521087,5517865,341414,1463,76102,"",0.89,0.80,1.00,1.00,1.07,1.26,1.26,"",-1,-9.1,-32,-18.8,-1134435,-9.7,438697,8.6,19518,6.1,145,11.0,7574,11.1
"34013","5","23815","77","0","2015","A","","Essex County, New Jersey","Private","Glass and glazing contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",8,151,9591248,5316125,260054,1226,63729,"",0.65,1.08,1.04,1.31,1.58,0.96,0.96,"",1,14.3,13,9.4,636435,7.1,110045,2.1,11071,4.4,-26,-2.1,-1357,-2.1
"34013","5","238151","78","0","2015","A","","Essex County, New Jersey","Private","Residential glass and glazing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,13,345916,279812,8124,522,27131,"",0.62,0.28,0.14,0.22,0.20,0.50,0.50,"",1,33.3,2,18.2,35329,11.4,36365,14.9,1154,16.6,-5,-0.9,-274,-1.0
"34013","5","238152","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential glass and glazing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,138,9245332,5036313,251930,1291,67117,"",0.69,1.48,1.38,1.80,2.02,0.94,0.93,"",0,0.0,12,9.5,601106,7.0,73680,1.5,9917,4.1,-26,-2.0,-1352,-2.0
"34013","5","23816","77","0","2015","A","","Essex County, New Jersey","Private","Roofing contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",27,236,12223602,8331432,462030,996,51777,"",0.62,0.55,0.51,0.69,0.93,0.92,0.92,"",-4,-12.9,5,2.2,638452,5.5,610407,7.9,7035,1.5,32,3.3,1643,3.3
"34013","5","238161","78","0","2015","A","","Essex County, New Jersey","Private","Residential roofing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",17,109,4419722,3146224,161131,777,40393,"",0.53,0.56,0.47,0.59,0.91,0.84,0.84,"",-5,-22.7,1,0.9,289344,7.0,303285,10.7,11068,7.4,38,5.1,1971,5.1
"34013","5","238162","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential roofing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,127,7803880,5185208,300899,1185,61610,"",0.88,0.55,0.54,0.77,0.94,0.98,0.98,"",1,11.1,3,2.4,349108,4.7,307122,6.3,-4033,-1.3,25,2.2,1288,2.1
"34013","5","23817","77","0","2015","A","N","Essex County, New Jersey","Private","Siding contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",16,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","238171","78","0","2015","A","N","Essex County, New Jersey","Private","Residential siding contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",15,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","238172","78","0","2015","A","N","Essex County, New Jersey","Private","Nonresidential siding contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","23819","77","0","2015","A","","Essex County, New Jersey","Private","Other building exterior contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",10,39,1432737,1036866,47128,703,36581,"",0.77,0.38,0.23,0.32,0.39,0.59,0.59,"",-1,-9.1,-4,-9.3,-31739,-2.2,-155567,-13.0,-10556,-18.3,49,7.5,2589,7.6
"34013","5","238191","78","0","2015","A","N","Essex County, New Jersey","Private","Other residential exterior contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,"N",1.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","238192","78","0","2015","A","N","Essex County, New Jersey","Private","Other nonresidential exterior contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","2382","76","0","2015","A","","Essex County, New Jersey","Private","Building equipment contractors","County, NAICS 4-digit -- by ownership sector","All establishment sizes",335,2774,212495204,96813106,4787960,1473,76612,"",0.83,0.60,0.65,0.70,0.86,1.08,1.08,"",-7,-2.0,78,2.9,17635353,9.1,6391366,7.1,-17688,-0.4,83,6.0,4346,6.0
"34013","5","23821","77","0","2015","A","","Essex County, New Jersey","Private","Electrical and wiring contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",140,1100,81999608,38008902,2101871,1433,74539,"",0.82,0.55,0.57,0.63,0.85,1.03,1.03,"",-3,-2.1,-3,-0.3,6003137,7.9,2318917,6.5,94671,4.7,108,8.2,5624,8.2
"34013","5","238211","78","0","2015","A","","Essex County, New Jersey","Private","Residential electrical contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",87,471,32119092,15673052,796158,1312,68242,"",0.90,0.74,0.89,0.85,1.35,1.20,1.20,"",0,0.0,20,4.4,5710368,21.6,1886589,13.7,74152,10.3,187,16.6,9719,16.6
"34013","5","238212","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential electrical contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",53,629,49880516,22335850,1305713,1524,79249,"",0.71,0.46,0.46,0.54,0.69,1.00,1.00,"",-3,-5.4,-23,-3.5,292769,0.6,432328,2.0,20519,1.6,60,4.1,3136,4.1
"34013","5","23822","77","0","2015","A","","Essex County, New Jersey","Private","Plumbing and hvac contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",175,1398,99439453,47437368,2245367,1368,71155,"",0.83,0.61,0.63,0.71,0.84,1.04,1.04,"",-4,-2.2,65,4.9,9028040,10.0,3120054,7.0,-63164,-2.7,63,4.8,3304,4.9
"34013","5","238221","78","0","2015","A","","Essex County, New Jersey","Private","Residential plumbing and hvac contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",122,691,43275400,22118818,887440,1205,62665,"",0.80,0.62,0.69,0.73,0.94,1.10,1.10,"",-3,-2.4,24,3.6,4012255,10.2,1382323,6.7,-60340,-6.4,74,6.5,3836,6.5
"34013","5","238222","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential plumbing and hvac contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",53,707,56164053,25318550,1357927,1528,79449,"",0.90,0.60,0.60,0.69,0.79,1.00,1.00,"",-1,-1.9,42,6.3,5015785,9.8,1737731,7.4,-2824,-0.2,49,3.3,2544,3.3
"34013","5","23829","77","0","2015","A","","Essex County, New Jersey","Private","Other building equipment contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",20,276,31056143,11366836,440722,2163,112488,"",0.94,0.87,1.15,1.12,1.04,1.32,1.32,"",0,0.0,15,5.7,2604176,9.2,952395,9.1,-49195,-10.0,68,3.2,3546,3.3
"34013","5","238291","78","0","2015","A","N","Essex County, New Jersey","Private","Other residential equipment contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","238292","78","0","2015","A","N","Essex County, New Jersey","Private","Other nonresidential equipment contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,"N",1.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","2383","76","0","2015","A","","Essex County, New Jersey","Private","Building finishing contractors","County, NAICS 4-digit -- by ownership sector","All establishment sizes",233,1369,81435797,45757389,2330792,1144,59486,"",0.95,0.78,0.83,0.87,1.10,1.07,1.07,"",-5,-2.1,17,1.3,2039070,2.6,480550,1.1,-87617,-3.6,15,1.3,753,1.3
"34013","5","23831","77","0","2015","A","","Essex County, New Jersey","Private","Drywall and insulation contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",13,331,31150139,13483835,901620,1810,94109,"",0.32,0.61,0.96,0.79,1.17,1.57,1.57,"",-1,-7.1,-60,-15.3,-3350654,-9.7,-2347573,-14.8,-164589,-15.4,112,6.6,5796,6.6
"34013","5","238311","78","0","2015","A","","Essex County, New Jersey","Private","Residential drywall contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",7,21,1065102,597919,16537,983,51125,"",0.26,0.09,0.09,0.09,0.07,1.04,1.04,"",-1,-12.5,2,10.5,200717,23.2,108670,22.2,2903,21.3,96,10.8,5024,10.9
"34013","5","238312","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential drywall contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",6,310,30085037,12885916,885083,1865,96996,"",0.44,1.01,1.43,1.27,1.68,1.41,1.42,"",0,0.0,-62,-16.7,-3551371,-10.6,-2456243,-16.0,-167492,-15.9,126,7.2,6555,7.2
"34013","5","23832","77","0","2015","A","","Essex County, New Jersey","Private","Painting and wall covering contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",74,330,16967839,10503338,501018,989,51431,"",0.99,0.73,0.75,0.79,0.92,1.03,1.03,"",5,7.2,38,13.0,1339168,8.6,782328,8.0,20673,4.3,-40,-3.9,-2077,-3.9
"34013","5","238321","78","0","2015","A","","Essex County, New Jersey","Private","Residential painting contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",65,251,12592824,8053334,351558,964,50121,"",1.08,0.97,1.17,1.10,1.39,1.20,1.20,"",6,10.2,31,14.1,1350375,12.0,703342,9.6,19167,5.8,-18,-1.8,-942,-1.8
"34013","5","238322","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential painting contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,79,4375015,2450004,149460,1070,55615,"",0.60,0.41,0.37,0.41,0.51,0.91,0.91,"",0,0.0,7,9.7,-11207,-0.3,78986,3.3,1506,1.0,-103,-8.8,-5375,-8.8
"34013","5","23833","77","0","2015","A","","Essex County, New Jersey","Private","Flooring contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",36,98,5193078,3361808,170967,1016,52811,"",1.12,0.61,0.56,0.71,1.01,0.92,0.92,"",2,5.9,15,18.1,1438097,38.3,791737,30.8,40079,30.6,150,17.3,7796,17.3
"34013","5","238331","78","0","2015","A","","Essex County, New Jersey","Private","Residential flooring contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",26,36,1182778,897127,31843,638,33162,"",1.01,0.35,0.23,0.31,0.37,0.66,0.66,"",3,13.0,3,9.1,273887,30.1,135823,17.8,3355,11.8,115,22.0,5963,21.9
"34013","5","238332","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential flooring contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,63,4010300,2464681,139124,1231,63994,"",1.57,1.09,0.99,1.36,1.68,0.91,0.91,"",-1,-9.1,13,26.0,1164210,40.9,655914,36.3,36724,35.9,136,12.4,7072,12.4
"34013","5","23834","77","0","2015","A","","Essex County, New Jersey","Private","Tile and terrazzo contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",29,255,12418426,8283967,393673,937,48716,"",1.52,2.13,1.96,2.42,3.20,0.92,0.92,"",-1,-3.3,25,10.9,1984230,19.0,1002148,13.8,36237,10.1,64,7.3,3301,7.3
"34013","5","238341","78","0","2015","A","","Essex County, New Jersey","Private","Residential tile and terrazzo contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",24,141,5527616,4243788,138455,753,39157,"",1.48,1.66,1.34,1.82,1.96,0.81,0.81,"",0,0.0,9,6.8,434949,8.5,268647,6.8,-14427,-9.4,9,1.2,479,1.2
"34013","5","238342","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential tile and terrazzo contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,114,6890810,4040179,255218,1165,60579,"",1.71,3.30,3.13,3.71,4.88,0.95,0.95,"",-1,-16.7,16,16.3,1549281,29.0,733501,22.2,50664,24.8,118,11.3,6120,11.2
"34013","5","23835","77","0","2015","A","","Essex County, New Jersey","Private","Finish carpentry contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",62,224,8768392,6144201,211713,751,39072,"",1.05,0.72,0.52,0.69,0.67,0.72,0.72,"",-9,-12.7,-13,-5.5,-638593,-6.8,-269437,-4.2,-16399,-7.2,-12,-1.6,-578,-1.5
"34013","5","238351","78","0","2015","A","","Essex County, New Jersey","Private","Residential finish carpentry contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",58,189,6723433,5048947,183424,686,35652,"",1.15,0.81,0.58,0.78,0.91,0.71,0.71,"",-8,-12.1,-25,-11.7,-1167078,-14.8,-512967,-9.2,-20690,-10.1,-24,-3.4,-1291,-3.5
"34013","5","238352","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential finish carpentry contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,36,2044959,1095254,28289,1097,57069,"",0.57,0.46,0.39,0.45,0.25,0.85,0.86,"",0,0.0,12,50.0,528485,34.8,243530,28.6,4291,17.9,-135,-11.0,-7007,-10.9
"34013","5","23839","77","0","2015","A","","Essex County, New Jersey","Private","Other building finishing contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",20,130,6937923,3980240,151801,1023,53198,"",1.08,0.76,0.68,0.82,0.75,0.89,0.89,"",0,0.0,11,9.2,1266822,22.3,521347,15.1,-3618,-2.3,104,11.3,5408,11.3
"34013","5","238391","78","0","2015","A","","Essex County, New Jersey","Private","Other residential finishing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",11,83,4975818,2548084,94061,1159,60252,"",1.17,1.30,1.46,1.47,1.57,1.13,1.13,"",-2,-15.4,8,10.7,716055,16.8,274980,12.1,-12170,-11.5,72,6.6,3706,6.6
"34013","5","238392","78","0","2015","A","","Essex County, New Jersey","Private","Other nonresidential finishing contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,48,1962105,1432156,57740,789,41020,"",0.99,0.45,0.29,0.46,0.40,0.65,0.65,"",2,28.6,5,11.6,550767,39.0,246367,20.8,8552,17.4,163,26.0,8451,25.9
"34013","5","2389","76","0","2015","A","","Essex County, New Jersey","Private","Other specialty trade contractors","County, NAICS 4-digit -- by ownership sector","All establishment sizes",78,465,29249087,15367417,716006,1210,62935,"",0.49,0.32,0.32,0.34,0.35,1.01,1.01,"",-4,-4.9,-26,-5.3,45947,0.2,-1498675,-8.9,-174997,-19.6,65,5.7,3398,5.7
"34013","5","23891","77","0","2015","A","","Essex County, New Jersey","Private","Site preparation contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",25,134,7876043,4150432,179500,1130,58740,"",0.34,0.18,0.17,0.18,0.17,0.92,0.92,"",-2,-7.4,-22,-14.1,-1099422,-12.2,-926490,-18.2,-57318,-24.2,20,1.8,1020,1.8
"34013","5","238911","78","0","2015","A","","Essex County, New Jersey","Private","Residential site preparation contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",13,61,3352638,1761456,51226,1061,55187,"",0.31,0.24,0.24,0.23,0.15,0.99,0.99,"",0,0.0,-7,-10.3,-402521,-10.7,-275465,-13.5,-14547,-22.1,-8,-0.7,-376,-0.7
"34013","5","238912","78","0","2015","A","","Essex County, New Jersey","Private","Nonresidential site preparation contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",11,73,4523405,2388976,128274,1186,61683,"",0.33,0.15,0.14,0.16,0.18,0.90,0.90,"",-3,-21.4,-15,-17.0,-696901,-13.3,-651025,-21.4,-42771,-25.0,44,3.9,2305,3.9
"34013","5","23899","77","0","2015","A","","Essex County, New Jersey","Private","All other specialty trade contractors","County, NAICS 5-digit -- by ownership sector","All establishment sizes",53,331,21373044,11216985,536506,1243,64636,"",0.63,0.45,0.48,0.51,0.53,1.07,1.07,"",-2,-3.6,-4,-1.2,1145369,5.7,-572185,-4.9,-117679,-18.0,82,7.1,4255,7.0
"34013","5","238991","78","0","2015","A","","Essex County, New Jersey","Private","All other residential trade contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",40,184,9213307,5750835,232015,966,50209,"",0.73,0.56,0.55,0.60,0.55,0.99,0.99,"",-1,-2.4,-1,-0.5,265261,3.0,-392781,-6.4,-78481,-25.3,38,4.1,1950,4.0
"34013","5","238992","78","0","2015","A","","Essex County, New Jersey","Private","All other nonresidential trade contractors","County, NAICS 6-digit -- by ownership sector","All establishment sizes",13,147,12159737,5466150,304491,1589,82626,"",0.44,0.36,0.44,0.44,0.52,1.20,1.20,"",-1,-7.1,-3,-2.0,880108,7.8,-179404,-3.2,-39198,-11.4,139,9.6,7219,9.6
"34013","5","31-33","74","0","2015","A","","Essex County, New Jersey","Private","Manufacturing","County, NAICS Sector -- by ownership sector","All establishment sizes",705,16990,997478603,504662611,12648922,1129,58710,"",1.00,0.58,0.43,0.65,0.60,0.75,0.75,"",7,1.0,353,2.1,29380978,3.0,17876509,3.7,-881536,-6.5,10,0.9,521,0.9
"34013","5","311","75","0","2015","A","","Essex County, New Jersey","Private","Food manufacturing","County, NAICS 3-digit -- by ownership sector","All establishment sizes",101,2979,137331936,80591011,1904269,886,46096,"",1.54,0.83,0.69,0.81,0.81,0.83,0.83,"",7,7.4,226,8.2,14589452,11.9,8498005,11.8,77146,4.2,29,3.4,1507,3.4
"34013","5","3112","76","0","2015","A","N","Essex County, New Jersey","Private","Grain and oilseed milling","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","31122","77","0","2015","A","N","Essex County, New Jersey","Private","Starch and vegetable oil manufacturing","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",3.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","311221","78","0","2015","A","N","Essex County, New Jersey","Private","Wet corn milling","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"34013","5","311225","78","0","2015","A","N","Essex County, New Jersey","Private","Fats and oils refining and blending","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",6.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
